Folder Name,Output Folder,Total Email with Invoices,Total Downloaded Invoices,Execution Date,First Email Details,Last Email Details,Unprocessed Emails
test_2,E:/Python/brend/job_2/Data/test_2,2,2,2022-10-17,01/19/2022 16:50:49 TaxInvoice - MH2212201AG45600,01/19/2022 13:59:25 TaxInvoice - TN2212201AD70437,0
